id,provider,country,region,bbox,url
2370,Trasporto Passeggeri Emilia-Romagna,IT,Emilia-Romagna,"{'minimum_latitude': None, 'maximum_latitude': None, 'minimum_longitude': None, 'maximum_longitude': None, 'extracted_on': '2024-02-24T16:25:40+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-bologna-tper-marconi-gtfs-2370.zip?alt=media
2020,STP Brindisi,IT,Brindisi,"{'minimum_latitude': 40.643878, 'maximum_latitude': 40.787996, 'minimum_longitude': 17.535227, 'maximum_longitude': 17.878401, 'extracted_on': '2024-03-04T04:02:37+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-brindisi-stp-brindisi-gtfs-2020.zip?alt=media
2021,STP Brindisi,IT,Brindisi,"{'minimum_latitude': 40.335296, 'maximum_latitude': 40.851967, 'minimum_longitude': 17.196897, 'maximum_longitude': 18.191676, 'extracted_on': '2024-03-04T04:02:39+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-brindisi-stp-brindisi-gtfs-2021.zip?alt=media
2022,STP Brindisi,IT,Brindisi,"{'minimum_latitude': 40.544981, 'maximum_latitude': 40.679453, 'minimum_longitude': 17.866803, 'maximum_longitude': 18.009521, 'extracted_on': '2024-03-04T04:02:41+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-brindisi-stp-brindisi-gtfs-2022.zip?alt=media
2023,STP Brindisi,IT,Brindisi,"{'minimum_latitude': 40.523851, 'maximum_latitude': 40.583933, 'minimum_longitude': 17.551851, 'maximum_longitude': 17.603268, 'extracted_on': '2024-03-04T04:02:42+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-brindisi-stp-brindisi-gtfs-2023.zip?alt=media
893,Azienda Napoletana Mobilità,IT,Campania,"{'minimum_latitude': 40.7473379778158, 'maximum_latitude': 40.9565233742084, 'minimum_longitude': 14.1228713923268, 'maximum_longitude': 14.5450041847435, 'extracted_on': '2022-03-17T18:12:01+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-campania-azienda-napoletana-mobilita-gtfs-893.zip?alt=media
1294,Roma Servizi per la Mobilità,IT,Lazio,"{'minimum_latitude': 41.648593, 'maximum_latitude': 42.4415, 'minimum_longitude': 12.107767, 'maximum_longitude': 12.789177, 'extracted_on': '2022-03-24T00:25:50+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-lazio-roma-servizi-per-la-mobilita-gtfs-1294.zip?alt=media
1230,AMT Genova,IT,Liguria,"{'minimum_latitude': 44.380802, 'maximum_latitude': 44.534306, 'minimum_longitude': 8.695372, 'maximum_longitude': 9.056105, 'extracted_on': '2022-03-23T23:15:42+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-liguria-amt-genova-gtfs-1230.zip?alt=media
643,ATP Esercizio Srl,IT,Liguria,"{'minimum_latitude': 44.1707573, 'maximum_latitude': 44.6251068, 'minimum_longitude': 8.56546783, 'maximum_longitude': 9.61942291, 'extracted_on': '2022-03-23T14:43:20+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-liguria-atp-esercizio-srl-gtfs-643.zip?alt=media
1231,Agenzia Mobilità Ambiente Territorio,IT,Lombardia,"{'minimum_latitude': 45.3393649441656, 'maximum_latitude': 45.6311473404826, 'minimum_longitude': 8.99601914115518, 'maximum_longitude': 9.43662513013151, 'extracted_on': '2022-03-23T23:17:22+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-lombardia-agenzia-mobilita-ambiente-territorio-gtfs-1231.zip?alt=media
1185,Airpullmann,IT,Lombardia,"{'minimum_latitude': 45.4938828184547, 'maximum_latitude': 45.741949, 'minimum_longitude': 8.89007716567612, 'maximum_longitude': 9.21534086871719, 'extracted_on': '2022-03-23T18:47:58+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-lombardia-airpullmann-gtfs-1185.zip?alt=media
1059,Autolinee Varesine,IT,Lombardia,"{'minimum_latitude': 45.690083, 'maximum_latitude': 46.103621, 'minimum_longitude': 8.559501, 'maximum_longitude': 8.930813, 'extracted_on': '2022-03-17T19:49:42+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-lombardia-autolinee-varesine-gtfs-1059.zip?alt=media
1264,Azienda Varesina Trasporti (AVT),IT,Lombardia,"{'minimum_latitude': 45.858448, 'maximum_latitude': 45.860677, 'minimum_longitude': 8.787817, 'maximum_longitude': 8.790801, 'extracted_on': '2022-03-24T00:17:15+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-lombardia-azienda-varesina-trasporti-avt-gtfs-1264.zip?alt=media
1267,Movibus S.r.l.,IT,Lombardia,"{'minimum_latitude': 45.45574, 'maximum_latitude': 45.634625, 'minimum_longitude': 8.7251913, 'maximum_longitude': 9.176118, 'extracted_on': '2022-03-24T00:17:28+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-lombardia-movibus-srl-gtfs-1267.zip?alt=media
855,Trenord,IT,Lombardia,"{'minimum_latitude': 44.692304, 'maximum_latitude': 46.319667, 'minimum_longitude': 8.294914, 'maximum_longitude': 10.982471, 'extracted_on': '2022-03-17T15:24:46+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-lombardia-trenord-gtfs-855.zip?alt=media
1319,"Trenitalia, Contram Mobilita s.c.p.a., Trasfer Soc. Cons. a.r.l., Adriabus spa, Soc. Consortile A.T.M.A., Start Spa",IT,Marche,"{'minimum_latitude': 40.634364, 'maximum_latitude': 45.417772, 'minimum_longitude': 11.880772, 'maximum_longitude': 17.939272, 'extracted_on': '2022-04-04T18:45:52+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-marche-trenitalia-gtfs-1319.zip?alt=media
1194,"Bus Company S.r.l., Gunetto Autolinee S.r.l., Bus Company S.r.l., GelosoBus S.r.l., RT Piemonte S.r.l., Autolinee Nuova Benese S.r.l., Autolinee Allasia S.r.l., Nuova S.A.A.R. S.r.l., SAV Autolinee S.r.l., S.A.C. S.r.l., Autolinee Valle Pesio S.r.l., ACTP S.r.l., Nuova Beccaria S.r.l., Giors S.n.c., Consorzio Trasporti GRANDA BUS",IT,Piemonte,"{'minimum_latitude': 43.8792200012265, 'maximum_latitude': 45.2725800012072, 'minimum_longitude': 6.93821999981286, 'maximum_longitude': 8.47731999998803, 'extracted_on': '2022-03-23T18:52:34+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-piemonte-bus-company-srl-gtfs-1194.zip?alt=media
1138,Bus Regione Piemonte,IT,Piemonte,"{'minimum_latitude': 43.891129, 'maximum_latitude': 46.41969, 'minimum_longitude': 6.658442, 'maximum_longitude': 9.176198, 'extracted_on': '2022-03-23T18:31:14+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-piemonte-bus-regione-piemonte-gtfs-1138.zip?alt=media
1142,Gruppo Torinese Trasporti,IT,Piemonte,"{'minimum_latitude': 44.3852, 'maximum_latitude': 45.55424, 'minimum_longitude': 7.19198, 'maximum_longitude': 8.45961, 'extracted_on': '2022-03-23T18:32:35+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-piemonte-gruppo-torinese-trasporti-gtfs-1142.zip?alt=media
1154,Regione Piemonte,IT,Piemonte,"{'minimum_latitude': 43.891129, 'maximum_latitude': 46.41969, 'minimum_longitude': 6.658442, 'maximum_longitude': 9.176198, 'extracted_on': '2022-03-23T18:33:16+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-piemonte-regione-piemonte-gtfs-1154.zip?alt=media
1266,"TRENITALIA, Gruppo Torinese Trasporti (GTT)",IT,Piemonte,"{'minimum_latitude': 44.5503552277837, 'maximum_latitude': 45.4201003714791, 'minimum_longitude': 6.6586595428636, 'maximum_longitude': 8.207680132992, 'extracted_on': '2022-03-24T00:17:24+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-piemonte-trenitalia-gtfs-1266.zip?alt=media
1170,Trenitalia Piemonte,IT,Piemonte,"{'minimum_latitude': 43.789494, 'maximum_latitude': 46.115411, 'minimum_longitude': 6.657883, 'maximum_longitude': 9.238299, 'extracted_on': '2022-03-23T18:41:57+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-piemonte-trenitalia-piemonte-gtfs-1170.zip?alt=media
848,Autolinee Scoppio,IT,Puglia,"{'minimum_latitude': 40.794452, 'maximum_latitude': 40.8932369, 'minimum_longitude': 16.7992147, 'maximum_longitude': 16.926824, 'extracted_on': '2022-03-17T15:24:18+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-puglia-autolinee-scoppio-gtfs-848.zip?alt=media
849,Comune di Gioia del Colle,IT,Puglia,"{'minimum_latitude': 40.782853, 'maximum_latitude': 40.8335318, 'minimum_longitude': 16.907133, 'maximum_longitude': 16.9595962, 'extracted_on': '2022-03-17T15:24:29+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-puglia-comune-di-gioia-del-colle-gtfs-849.zip?alt=media
1058,Ferrotramviaria,IT,Puglia,"{'minimum_latitude': 41.113238, 'maximum_latitude': 41.314831, 'minimum_longitude': 16.278479, 'maximum_longitude': 16.86919, 'extracted_on': '2022-03-17T19:49:27+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-puglia-ferrotramviaria-gtfs-1058.zip?alt=media
912,Miccolis S.p.A.,IT,Puglia,"{'minimum_latitude': 40.6336018, 'maximum_latitude': 40.7254312, 'minimum_longitude': 16.4574659, 'maximum_longitude': 16.6271175, 'extracted_on': '2022-03-17T18:15:18+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-puglia-miccolis-spa-gtfs-912.zip?alt=media
1147,Mobilità e Trasporti Molfetta,IT,Puglia,"{'minimum_latitude': 41.1724305772135, 'maximum_latitude': 41.2143614292278, 'minimum_longitude': 16.5415012977306, 'maximum_longitude': 16.613556, 'extracted_on': '2022-03-23T18:32:50+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-puglia-mobilita-e-trasporti-molfetta-gtfs-1147.zip?alt=media
1066,Società Gestione Multipla (SGM),IT,Puglia,"{'minimum_latitude': 18.175635, 'maximum_latitude': 40.480286, 'minimum_longitude': 18.070104, 'maximum_longitude': 40.356124, 'extracted_on': '2022-03-17T20:33:50+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-puglia-societa-gestione-multipla-sgm-gtfs-1066.zip?alt=media
847,Società Trasporti Provinciale S.p.A.,IT,Puglia,"{'minimum_latitude': 40.4827045, 'maximum_latitude': 41.174421, 'minimum_longitude': 16.4221682, 'maximum_longitude': 17.2234622, 'extracted_on': '2022-03-17T15:24:08+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-puglia-societa-trasporti-provinciale-spa-gtfs-847.zip?alt=media
1049,ASARA GIUSEPPE EREDI AUTOSERVIZI S.R.L.,IT,Regione Autonoma della Sardegna,"{'minimum_latitude': 38.918375, 'maximum_latitude': 41.247555, 'minimum_longitude': 8.206914, 'maximum_longitude': 9.791752, 'extracted_on': '2022-03-17T19:48:41+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-regione-autonoma-della-sardegna-asara-giuseppe-eredi-autoservizi-srl-gtfs-1049.zip?alt=media
2008,ASPO Olbia,IT,Regione Autonoma della Sardegna,"{'minimum_latitude': 40.77132, 'maximum_latitude': 41.027653, 'minimum_longitude': 9.40455, 'maximum_longitude': 9.6139, 'extracted_on': '2024-02-22T03:59:24+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-regione-autonoma-della-sardegna-aspo-olbia-gtfs-2008.zip?alt=media
991,ATP Nuoro,IT,Regione Autonoma della Sardegna,"{'minimum_latitude': 40.3073487, 'maximum_latitude': 40.370735, 'minimum_longitude': 9.2593768, 'maximum_longitude': 9.386304, 'extracted_on': '2022-03-17T18:57:59+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-regione-autonoma-della-sardegna-atp-nuoro-gtfs-991.zip?alt=media
2009,Azienda Trasporti Pubblici (ATP Sassari),IT,Regione Autonoma della Sardegna,"{'minimum_latitude': 40.691516, 'maximum_latitude': 40.843612, 'minimum_longitude': 8.397616, 'maximum_longitude': 8.605423, 'extracted_on': '2024-02-22T03:59:27+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-regione-autonoma-della-sardegna-azienda-trasporti-pubblici-atp-sassari-gtfs-2009.zip?alt=media
1192,Collegamenti marittimi Grimaldi,IT,Regione Autonoma della Sardegna,"{'minimum_latitude': 35.78928874574407, 'maximum_latitude': 44.411405000188, 'minimum_longitude': -5.803751351906152, 'maximum_longitude': 15.0918573, 'extracted_on': '2022-03-23T18:51:50+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-regione-autonoma-della-sardegna-collegamenti-marittimi-grimaldi-gtfs-1192.zip?alt=media
1048,Collegamenti marittimi Moby,IT,Regione Autonoma della Sardegna,"{'minimum_latitude': 35.78928874574407, 'maximum_latitude': 44.411405000188, 'minimum_longitude': -5.803751351906152, 'maximum_longitude': 15.0918573, 'extracted_on': '2022-03-17T19:48:29+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-regione-autonoma-della-sardegna-collegamenti-marittimi-moby-gtfs-1048.zip?alt=media
1050,Collegamenti marittimi Sardinia Ferries,IT,Regione Autonoma della Sardegna,"{'minimum_latitude': 38.01064, 'maximum_latitude': 44.4114, 'minimum_longitude': 2.1541, 'maximum_longitude': 14.26091, 'extracted_on': '2022-03-17T19:48:44+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-regione-autonoma-della-sardegna-collegamenti-marittimi-sardinia-ferries-gtfs-1050.zip?alt=media
1051,Collegamenti marittimi Tirrenia,IT,Regione Autonoma della Sardegna,"{'minimum_latitude': 35.78928874574407, 'maximum_latitude': 44.411405000188, 'minimum_longitude': -5.803751351906152, 'maximum_longitude': 15.0918573, 'extracted_on': '2022-03-17T19:48:45+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-regione-autonoma-della-sardegna-collegamenti-marittimi-tirrenia-gtfs-1051.zip?alt=media
1193,Consorzio Trasporti e Mobilità (CTM Cagliari),IT,Regione Autonoma della Sardegna,"{'minimum_latitude': 39.186884464, 'maximum_latitude': 39.3098295692, 'minimum_longitude': 8.96281474474, 'maximum_longitude': 9.3399880924, 'extracted_on': '2022-03-23T18:52:01+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-regione-autonoma-della-sardegna-consorzio-trasporti-e-mobilita-ctm-cagliari-gtfs-1193.zip?alt=media
1047,Delcomar,IT,Regione Autonoma della Sardegna,"{'minimum_latitude': 39.1114042, 'maximum_latitude': 41.2119799, 'minimum_longitude': 8.2940375, 'maximum_longitude': 9.4067082, 'extracted_on': '2022-03-17T19:48:27+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-regione-autonoma-della-sardegna-delcomar-gtfs-1047.zip?alt=media
1268,Quadri orari traghetti,IT,Regione Autonoma della Sardegna,"{'minimum_latitude': 39.1114042, 'maximum_latitude': 41.2119799, 'minimum_longitude': 8.2940375, 'maximum_longitude': 9.4067082, 'extracted_on': '2022-03-24T00:17:30+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-regione-autonoma-della-sardegna-quadri-orari-traghetti-gtfs-1268.zip?alt=media
1052,TRENITALIA,IT,Regione Autonoma della Sardegna,"{'minimum_latitude': 39.163526, 'maximum_latitude': 40.999137, 'minimum_longitude': 8.39642, 'maximum_longitude': 9.627688, 'extracted_on': '2022-03-17T19:48:48+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-regione-autonoma-della-sardegna-trenitalia-gtfs-1052.zip?alt=media
895,ARST SpA - Trasporti Regionali Della Sardegna,IT,Regione Autonoma della Sardegna,"{'minimum_latitude': 38.895743, 'maximum_latitude': 41.24223, 'minimum_longitude': 8.149003, 'maximum_longitude': 9.788329, 'extracted_on': '2022-03-17T18:12:12+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-sardegna-arst-spa-trasporti-regionali-della-sardegna-gtfs-895.zip?alt=media
1265,Collegamenti marittimi Grandi Navi Veloci,IT,Regione Autonoma della Sardegna,"{'minimum_latitude': 35.78928874574407, 'maximum_latitude': 44.411405000188, 'minimum_longitude': -5.803751351906152, 'maximum_longitude': 15.0918573, 'extracted_on': '2022-03-24T00:17:17+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-sardegna-collegamenti-marittimi-grandi-navi-veloci-gtfs-1265.zip?alt=media
2373,AMAT Palermo S.P.A.,IT,Silicia,"{'minimum_latitude': None, 'maximum_latitude': None, 'minimum_longitude': None, 'maximum_longitude': None, 'extracted_on': '2024-02-24T16:25:40+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-sicilia-amat-palermo-spa-gtfs-2373.zip?alt=media
896,Azienda Trasporti di Messina (ATM),IT,Sicilia,"{'minimum_latitude': 38.0613, 'maximum_latitude': 38.2998, 'minimum_longitude': 15.4452, 'maximum_longitude': 15.6508, 'extracted_on': '2022-03-17T18:12:16+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-sicilia-azienda-trasporti-di-messina-atm-gtfs-896.zip?alt=media
1263,Azienda Trasporti Area Fiorentina (ATAF),IT,Toscana,"{'minimum_latitude': 43.6708429005161, 'maximum_latitude': 43.9140659813961, 'minimum_longitude': 11.0112905791906, 'maximum_longitude': 11.3885660460831, 'extracted_on': '2022-03-24T00:17:13+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-toscana-azienda-trasporti-area-fiorentina-ataf-gtfs-1263.zip?alt=media
1031,Trentino Trasporti Esercizio (TTE),IT,Trentino-Alto Adige,"{'minimum_latitude': 45.696733, 'maximum_latitude': 46.480186, 'minimum_longitude': 10.403518, 'maximum_longitude': 12.032363, 'extracted_on': '2022-03-17T19:46:44+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-trentino-alto-adige-trentino-trasporti-esercizio-tte-gtfs-1031.zip?alt=media
978,Trentino Trasporti SpA (TT),IT,Trentino-Alto Adige,"{'minimum_latitude': 45.836852, 'maximum_latitude': 46.177651, 'minimum_longitude': 10.95153, 'maximum_longitude': 11.184697, 'extracted_on': '2022-03-17T18:54:31+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-trentino-alto-adige-trentino-trasporti-spa-tt-gtfs-978.zip?alt=media
1177,Autolinee Mugello Valdisieve,IT,,"{'minimum_latitude': 43.7199842176331, 'maximum_latitude': 44.2223466120114, 'minimum_longitude': 11.0681514414699, 'maximum_longitude': 11.7987536850543, 'extracted_on': '2022-03-23T18:45:04+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-unknown-autolinee-mugello-valdisieve-gtfs-1177.zip?alt=media
854,Azienda Trasporti Automobilistici Pubblici delle Province di Biella e Vercelli (ATAP),IT,,"{'minimum_latitude': 45.071667, 'maximum_latitude': 45.854201329886, 'minimum_longitude': 7.6672446355116, 'maximum_longitude': 9.0938958624267, 'extracted_on': '2022-03-17T15:24:41+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-unknown-azienda-trasporti-automobilistici-pubblici-delle-province-di-biella-e-vercelli-atap-gtfs-854.zip?alt=media
2055,Daytrip Shuttle,IT,,"{'minimum_latitude': 40.6307269, 'maximum_latitude': 40.87768194395014, 'minimum_longitude': 14.272063079863504, 'maximum_longitude': 14.4846958, 'extracted_on': '2024-08-06T16:26:00+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-unknown-daytrip-shuttle-gtfs-2055.zip?alt=media
1068,Toremar Toscana Regionale Marittima,IT,,"{'minimum_latitude': 42.2552882589984, 'maximum_latitude': 43.5533366636245, 'minimum_longitude': 9.83561862429208, 'maximum_longitude': 11.1222628089307, 'extracted_on': '2022-03-17T20:34:23+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-unknown-toremar-toscana-regionale-marittima-gtfs-1068.zip?alt=media
840,TRENITALIA S.p.A.,IT,,"{'minimum_latitude': 41.8723701144714, 'maximum_latitude': 45.6904287134975, 'minimum_longitude': 8.47023620292013, 'maximum_longitude': 13.497591158192, 'extracted_on': '2022-03-17T15:23:03+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-unknown-trenitalia-spa-gtfs-840.zip?alt=media
891,Alilaguna,IT,Veneto,"{'minimum_latitude': 45.417659, 'maximum_latitude': 45.500799, 'minimum_longitude': 12.320154, 'maximum_longitude': 12.368506, 'extracted_on': '2022-03-17T18:11:37+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-veneto-alilaguna-gtfs-891.zip?alt=media
1062,Automobilistico,IT,Veneto,"{'minimum_latitude': 45.044586, 'maximum_latitude': 45.661942, 'minimum_longitude': 11.882476, 'maximum_longitude': 12.384969, 'extracted_on': '2022-03-17T19:50:25+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-veneto-automobilistico-gtfs-1062.zip?alt=media
1063,Navigazione,IT,Veneto,"{'minimum_latitude': 45.22369, 'maximum_latitude': 45.49509, 'minimum_longitude': 12.258713, 'maximum_longitude': 12.447123, 'extracted_on': '2022-03-17T19:50:28+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-veneto-navigazione-gtfs-1063.zip?alt=media
874,Aomori City Bus,JP,Aomori,"{'minimum_latitude': 40.738089, 'maximum_latitude': 40.948587, 'minimum_longitude': 140.648288, 'maximum_longitude': 140.863932, 'extracted_on': '2022-03-17T15:29:06+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/jp-aomori-aomori-city-bus-gtfs-874.zip?alt=media
984,永井運輸株式会社 (Nagai Transport),JP,Gunma,"{'minimum_latitude': 36.370488, 'maximum_latitude': 36.387287, 'minimum_longitude': 139.107665, 'maximum_longitude': 139.119483, 'extracted_on': '2022-03-17T18:55:37+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/jp-gunma-nagai-transport-gtfs-984.zip?alt=media
1019,Donan Bus,JP,Hokkaidô,"{'minimum_latitude': None, 'maximum_latitude': None, 'minimum_longitude': None, 'maximum_longitude': None, 'extracted_on': '2022-03-17T19:35:29+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/jp-hokkaido-donan-bus-gtfs-1019.zip?alt=media
1057,"Municipality of Fukuoka, (福岡市営渡船)",JP,Hukuoka,"{'minimum_latitude': 33.597427, 'maximum_latitude': 33.863375, 'minimum_longitude': 130.035251, 'maximum_longitude': 130.39915, 'extracted_on': '2022-03-17T19:49:23+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/jp-hukuoka-municipality-of-fukuoka-gtfs-1057.zip?alt=media
872,Kobe Subway,JP,Hyôgo,"{'minimum_latitude': 34.6521, 'maximum_latitude': 34.761831, 'minimum_longitude': 135.017, 'maximum_longitude': 135.196, 'extracted_on': '2022-03-17T15:28:54+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/jp-hyogo-kobe-subway-gtfs-872.zip?alt=media
1149,Shimada Local Voluntary Operation Bus,JP,Shizuoka,"{'minimum_latitude': 34.68244, 'maximum_latitude': 35.0380483, 'minimum_longitude': 138.0763843, 'maximum_longitude': 138.237775, 'extracted_on': '2022-03-23T18:32:56+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/jp-shizuoka-shimada-local-voluntary-operation-bus-gtfs-1149.zip?alt=media
1303,Kakegawa Local Voluntary Operation Bus,JP,Sizuoka,"{'minimum_latitude': 34.753825, 'maximum_latitude': 34.771492, 'minimum_longitude': 137.9915045, 'maximum_longitude': 138.031032, 'extracted_on': '2022-04-04T18:44:14+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/jp-sizuoka-kakegawa-local-voluntary-operation-bus-gtfs-1303.zip?alt=media
1301,Omaezaki Local Voluntary Operation Bus,JP,Sizuoka,"{'minimum_latitude': 34.6001182, 'maximum_latitude': 34.65078466, 'minimum_longitude': 138.1188726, 'maximum_longitude': 138.2219913, 'extracted_on': '2022-04-04T18:44:11+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/jp-sizuoka-omaezaki-local-voluntary-operation-bus-gtfs-1301.zip?alt=media
1302,Susonohru,JP,Sizuoka,"{'minimum_latitude': 35.15395111, 'maximum_latitude': 35.20147694, 'minimum_longitude': 138.8992461, 'maximum_longitude': 138.9346917, 'extracted_on': '2022-04-04T18:44:13+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/jp-sizuoka-susonohru-gtfs-1302.zip?alt=media
1250,Unobus,JP,,"{'minimum_latitude': 34.660463, 'maximum_latitude': 35.012687, 'minimum_longitude': 133.918614140014, 'maximum_longitude': 134.184238, 'extracted_on': '2022-03-23T23:19:43+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/jp-unknown-unobus-gtfs-1250.zip?alt=media
873,Yamanashi,JP,Yamanasi,"{'minimum_latitude': 35.121414, 'maximum_latitude': 35.865506, 'minimum_longitude': 138.303494, 'maximum_longitude': 139.155846, 'extracted_on': '2022-03-17T15:29:00+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/jp-yamanasi-yamanashi-gtfs-873.zip?alt=media
1815,DigitalMatatus,KE,Nairobi City,"{'minimum_latitude': -1.477218, 'maximum_latitude': -1.035427, 'minimum_longitude': 36.62957937, 'maximum_longitude': 37.076427, 'extracted_on': '2022-08-08T20:16:16+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/ke-nairobi-city-digitalmatatus-gtfs-1815.zip?alt=media
1040,Kautra,LT,Alytaus Apskritis,"{'minimum_latitude': 53.95498, 'maximum_latitude': 54.16148, 'minimum_longitude': 23.80221, 'maximum_longitude': 24.07799, 'extracted_on': '2022-03-17T19:47:39+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/lt-alytaus-apskritis-kautra-gtfs-1040.zip?alt=media
1833,Kautra,LT,Alytaus apskritis,"{'minimum_latitude': 54.34692, 'maximum_latitude': 54.44107, 'minimum_longitude': 23.97632, 'maximum_longitude': 24.11989, 'extracted_on': '2022-09-01T17:36:53+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/lt-alytaus-apskritis-kautra-gtfs-1833.zip?alt=media
2385,B-Bus,LT,,"{'minimum_latitude': None, 'maximum_latitude': None, 'minimum_longitude': None, 'maximum_longitude': None, 'extracted_on': '2024-02-24T16:25:40+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/lt-bbus-gtfs-2385.zip?alt=media
1041,Kauno viešasis transportas (KVT),LT,Kauno Apskritis,"{'minimum_latitude': 54.78235, 'maximum_latitude': 54.9772, 'minimum_longitude': 23.76236, 'maximum_longitude': 24.10838, 'extracted_on': '2022-03-17T19:47:46+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/lt-kauno-apskritis-kauno-viesasis-transportas-kvt-gtfs-1041.zip?alt=media
1042,Klaipėda Transport,LT,Klaipėdos Apskritis,"{'minimum_latitude': 55.5678, 'maximum_latitude': 55.91443, 'minimum_longitude': 21.07081, 'maximum_longitude': 21.59668, 'extracted_on': '2022-03-17T19:47:51+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/lt-klaipedos-apskritis-klaipeda-transport-gtfs-1042.zip?alt=media
